Wave 	Occultation Pair 	    d_time       d_longitude  d_phase 	sigma_phase
                                    (days)         (deg)      (deg)        (deg)
W86.4i gamCru093i-gamCru078i      110.86048        25.7       177.9         1.0
W85.67 gamCru093i-gamCru078i      110.86074        25.9       281.3        11.6
W84.82 gamCru093i-gamCru078i      110.86104        26.1        86.7         3.8
W84.64 gamCru093i-gamCru078i      110.86111        26.2        53.7         2.9
W82.21 gamCru093i-gamCru078i      110.86197        27.0       234.3         3.9
W82.06 gamCru093i-gamCru078i      110.86203        27.0       131.9         4.8
W82.00 gamCru093i-gamCru078i      110.86204        27.0       311.7         4.1
W80.98 gamCru093i-gamCru078i      110.86241        27.4        20.7         9.6
W86.59 gamCru094i-gamCru079i      111.52611        11.6       167.1         0.8
W86.58 gamCru094i-gamCru079i      111.52611        11.6        56.9         1.6
W84.64 gamCru094i-gamCru079i      111.52625        11.9        54.8        11.7
W82.21 gamCru094i-gamCru079i      111.52641        12.3       350.5         3.2
W82.06 gamCru094i-gamCru079i      111.52642        12.3       224.2         7.2
W82.00 gamCru094i-gamCru079i      111.52642        12.3        33.6         0.7
W80.98 gamCru094i-gamCru079i      111.52649        12.5       228.1         3.9
W81.02 gamCru096i-gamCru081i      112.19758         6.9       235.8        14.4
W82.00 gamCru096i-gamCru081i      112.19766         6.8       120.6         2.8
W82.06 gamCru096i-gamCru081i      112.19767         6.8       308.8         1.5
W82.21 gamCru096i-gamCru081i      112.19768         6.8        99.0         2.0
W83.63 gamCru096i-gamCru081i      112.19780         6.6       186.4        18.3
W84.64 gamCru096i-gamCru081i      112.19788         6.5        59.2         4.0
W84.82 gamCru096i-gamCru081i      112.19790         6.5       257.1         2.7
W86.4i gamCru096i-gamCru081i      112.19803         6.4       107.1        15.3
W86.4o gamCru096i-gamCru081i      112.19803         6.4       182.0         7.4
W86.58 gamCru096i-gamCru081i      112.19804         6.4       194.3        14.5
W86.59 gamCru096i-gamCru081i      112.19804         6.4       315.7         3.3
W87.19 gamCru096i-gamCru081i      112.19809         6.3       286.9         1.2
Pd 4:2 gamCru096i-gamCru081i      112.19830         6.1       258.2        13.5
W80.98 WHya189e-WHya179i         112.67123       150.7       351.7         5.7
W81.02 WHya189e-WHya179i         112.67134       150.7       314.2         8.2
W82.00 WHya189e-WHya179i         112.67413       151.1       198.3         6.4
W86.4o WHya189e-WHya179i         112.68657       152.9       201.6         3.6
Pd 4:2 gamCru100i-RSCnc085e       115.38956        89.5        81.5        13.9
W87.19 gamCru100i-RSCnc085e       115.40359        94.5       227.0         2.0
W86.59 gamCru100i-RSCnc085e       115.40686        95.7        20.7         1.9
W86.4o gamCru100i-RSCnc085e       115.40776        96.1       257.5         2.4
W86.4i gamCru100i-RSCnc085e       115.40793        96.1       192.6        13.2
W85.67 gamCru100i-RSCnc085e       115.41215        97.8        28.5         1.1
W84.86 gamCru100i-RSCnc085e       115.41716        99.8       234.4         2.8
W84.82 gamCru100i-RSCnc085e       115.41744        99.9        52.7         2.4
W84.64 gamCru100i-RSCnc085e       115.41861       100.4       158.9         8.1
W82.21 gamCru100i-RSCnc085e       115.43729       108.7       147.1         9.4
W82.06 gamCru100i-RSCnc085e       115.43881       109.4       318.3         5.3
W82.00 gamCru100i-RSCnc085e       115.43935       109.7        94.3         6.0
W82.00 gamCru100i-RSCnc085i       115.46986       126.6       334.0         1.8
W82.06 gamCru100i-RSCnc085i       115.47018       126.8       202.3         6.2
W82.21 gamCru100i-RSCnc085i       115.47110       127.4        27.5         4.2
W84.64 gamCru100i-RSCnc085i       115.47994       133.7       336.3         2.7
W84.82 gamCru100i-RSCnc085i       115.48038       134.0       351.2         0.8
W85.67 gamCru100i-RSCnc085i       115.48221       135.5       255.0         2.3
W86.4i gamCru100i-RSCnc085i       115.48353       136.6        87.8        15.1
W86.58 gamCru100i-RSCnc085i       115.48381       136.8       224.5        15.3
W86.59 gamCru100i-RSCnc085i       115.48385       136.8       278.4         3.4
W87.19 gamCru100i-RSCnc085i       115.48476       137.6       359.8         4.8
W87.19 gamCru089i-gamCru073i      115.53951       354.8       258.9         1.9
W86.59 gamCru089i-gamCru073i      115.53956       354.8       110.8         5.4
W86.58 gamCru089i-gamCru073i      115.53956       354.7        46.9         7.4
W84.86 gamCru089i-gamCru073i      115.53972       354.7       291.9        11.0
W84.82 gamCru089i-gamCru073i      115.53972       354.7       117.6         9.2
W84.64 gamCru089i-gamCru073i      115.53974       354.6       208.3         8.0
W82.21 gamCru089i-gamCru073i      115.53997       354.5       328.0         2.3
W82.06 gamCru089i-gamCru073i      115.53998       354.5       154.3         6.4
W82.00 gamCru089i-gamCru073i      115.53999       354.5       301.0         2.4
Pd 4:2 muCep191i-WHya180i         115.78257       147.6        40.7         7.9
Mi 6:2 muCep191i-WHya180i         115.78259       147.6       352.0         8.3
W87.19 muCep191i-WHya180i         115.78513       146.4        41.5         1.7
W86.59 muCep191i-WHya180i         115.78568       146.2       339.7         1.5
W86.58 muCep191i-WHya180i         115.78570       146.2       259.7         5.8
W85.67 muCep191i-WHya180i         115.78652       145.7       290.1         4.2
W84.86 muCep191i-WHya180i         115.78726       145.3       168.0         7.1
W84.82 muCep191i-WHya180i         115.78730       145.3       342.5         1.4
W82.06 muCep191i-WHya180i         115.78972       143.8        35.4         1.8
W85.67 RCas191i-WHya180i         116.67497       152.0       266.8         5.1
W82.21 RCas191i-WHya180i         116.67675       150.5       302.6         2.6
W82.06 RCas191i-WHya180i         116.67682       150.4       120.7         5.5
W86.59 gamCru096i-RSCnc080e       117.29736        54.0       352.3         7.0
W86.4o gamCru096i-RSCnc080e       117.29809        54.2       258.8         3.4
W86.4i gamCru096i-RSCnc080e       117.29823        54.2       115.6        10.8
W85.67 gamCru096i-RSCnc080e       117.30163        55.2        60.8        10.6
W84.82 gamCru096i-RSCnc080e       117.30577        56.4       268.5         0.7
W84.64 gamCru096i-RSCnc080e       117.30666        56.7       258.6         4.6
W83.63 gamCru096i-RSCnc080e       117.31175        58.3       348.3        18.8
W82.21 gamCru096i-RSCnc080e       117.31946        61.0       327.9         1.4
W87.19 RSCnc087i-gamCru071i       117.32006       262.8       205.9        11.6
W82.06 gamCru096i-RSCnc080e       117.32032        61.3       106.8         6.9
W82.00 gamCru096i-RSCnc080e       117.32061        61.4       257.5         2.8
W86.4i RSCnc087i-gamCru071i       117.32195       264.5        36.6         3.1
W81.02 gamCru096i-RSCnc080e       117.32653        63.6        55.3         2.3
W84.86 RSCnc087i-gamCru071i       117.32676       268.4       312.9         9.6
W84.82 RSCnc087i-gamCru071i       117.32693       268.6        90.9        12.4
W84.64 RSCnc087i-gamCru071i       117.32764       269.1       209.7         8.5
W84.64 RSCnc087e-gamCru071i       117.37563       295.0        77.6         7.0
W84.82 RSCnc087e-gamCru071i       117.37695       295.5        44.4         3.5
W84.86 RSCnc087e-gamCru071i       117.37727       295.6       259.1         3.1
W82.00 gamCru096i-RSCnc080i       117.38453        97.4        31.8         8.2
W82.06 gamCru096i-RSCnc080i       117.38466        97.5       238.3         5.0
W82.21 gamCru096i-RSCnc080i       117.38501        97.9       105.3         2.6
W86.4o RSCnc087e-gamCru071i       117.38740       299.2       344.7         4.7
W83.63 gamCru096i-RSCnc080i       117.38795       100.7        75.5        18.7
W86.59 RSCnc087e-gamCru071i       117.38834       299.6        92.7        12.4
W84.64 gamCru096i-RSCnc080i       117.38967       102.5        24.5         1.3
W84.82 gamCru096i-RSCnc080i       117.38996       102.8       187.0         1.3
W87.19 RSCnc087e-gamCru071i       117.39171       300.7        12.4         5.8
W86.59 gamCru096i-RSCnc080i       117.39242       105.6       348.2        15.3
Mi 6:2 gamCru096i-RSCnc080i       117.39584       109.9       260.9         4.7
W84.64 gamCru094i-betGru078i      117.68566       249.0       289.7         6.6
W85.67 gamCru094i-betGru078i      117.68667       253.2        42.9        12.4
W86.4o gamCru094i-betGru078i      117.68689       255.4       246.9         7.2
W86.59 gamCru094i-betGru078i      117.68691       255.9       323.5         4.6
W87.19 gamCru093i-gamCru077i      117.90278        25.2       141.7         5.0
W86.59 gamCru093i-gamCru077i      117.90298        25.4       249.8         0.7
W86.4o gamCru093i-gamCru077i      117.90304        25.4        36.9         1.6
W85.67 gamCru093i-gamCru077i      117.90330        25.7        17.8         5.6
W84.64 gamCru093i-gamCru077i      117.90367        26.0        89.5        11.2
W82.21 gamCru093i-gamCru077i      117.90453        26.8        41.7         2.9
W82.06 gamCru093i-gamCru077i      117.90458        26.8       178.3         5.4
W82.00 gamCru093i-gamCru077i      117.90460        26.8       317.9         9.3
W80.98 gamCru093i-gamCru077i      117.90496        27.2        25.5         7.5
W86.59 gamCru094i-gamCru078i      118.22486        10.1        78.6        14.8
W86.4o gamCru094i-gamCru078i      118.22489        10.1         0.9         8.6
W85.67 gamCru094i-gamCru078i      118.22503        10.2       316.0         6.8
W84.64 gamCru094i-gamCru078i      118.22523        10.3       330.1         6.9
W82.21 gamCru094i-gamCru078i      118.22568        10.7       127.6         7.2
W82.06 gamCru094i-gamCru078i      118.22571        10.7       273.3         4.3
W82.00 gamCru094i-gamCru078i      118.22572        10.7        32.6         9.7
W80.98 gamCru094i-gamCru078i      118.22590        10.8         2.4         8.4
W80.98 WHya179i-betPeg172i        119.00995       194.2       189.3        12.5
W82.00 WHya179i-betPeg172i        119.01111       193.9        81.7         6.1
W82.06 WHya179i-betPeg172i        119.01117       193.9       311.5         1.2
W82.21 WHya179i-betPeg172i        119.01134       193.8       180.1         6.1
W84.82 WHya179i-betPeg172i        119.01438       193.1       289.8         2.2
W85.67 WHya179i-betPeg172i        119.01539       192.8       315.7         1.5
W86.4o WHya179i-betPeg172i        119.01628       192.6       325.4         3.7
W85.67 RCar191i-WHya180i         119.65777       356.7        60.3         2.2
W87.19 gamCru102i-RSCnc087e       119.79306        96.9       105.5        13.0
W86.4i gamCru102i-RSCnc087e       119.79779        98.8       294.6         8.0
W85.67 gamCru102i-RSCnc087e       119.80250       100.7       163.1         9.9
W84.82 gamCru102i-RSCnc087e       119.80858       103.3       230.1         6.3
W84.64 gamCru102i-RSCnc087e       119.80996       103.9        26.1         3.6
W84.64 gamCru102i-RSCnc087i       119.85795       129.7       248.8         4.1
W84.82 gamCru102i-RSCnc087i       119.85861       130.2       191.3         8.2
W86.4o gamCru102i-RSCnc087i       119.86313       133.5       344.6         7.0
W86.59 gamCru102i-RSCnc087i       119.86349       133.8       183.0         2.0
W86.59 RCas106i-gamCru094i        119.86686       244.9       126.2         1.0
W86.4o RCas106i-gamCru094i        119.86719       245.2       315.6        11.7
W84.64 RCas106i-gamCru094i        119.87145       248.4        93.6         8.2
Mi 6:2 gamCru101i-gamCru086i      119.87616        42.3        75.5         7.9
W86.58 gamCru101i-gamCru086i      119.87693        44.1        89.2         3.5
W82.21 gamCru101i-gamCru086i      119.87805        46.7       289.4         1.8
W82.06 gamCru101i-gamCru086i      119.87809        46.8        48.3         6.4
W82.00 gamCru101i-gamCru086i      119.87810        46.8       140.9         3.4
W81.02 gamCru101i-gamCru086i      119.87838        47.4        66.8         1.6
W80.98 gamCru101i-gamCru086i      119.87839        47.5       311.7         4.4
W82.21 RCas106i-gamCru094i        119.88003       254.4       224.1        11.0
W82.06 RCas106i-gamCru094i        119.88076       254.9       321.1         5.5
W82.00 RCas106i-gamCru094i        119.88101       255.0        94.6         2.5
W80.98 RCas106i-gamCru094i        119.88751       259.0        81.3         3.4
W87.19 gamCru101i-RSCnc085e       124.97713        94.5       343.7         2.0
W86.59 gamCru101i-RSCnc085e       124.98039        95.7       245.9         4.9
W86.4i gamCru101i-RSCnc085e       124.98146        96.2       317.2         3.3
W85.67 gamCru101i-RSCnc085e       124.98569        97.8       168.1         8.8
W84.82 gamCru101i-RSCnc085e       124.99098        99.9       226.6         5.1
W84.64 gamCru101i-RSCnc085e       124.99215       100.4       159.0         9.0
W82.06 gamCru101i-RSCnc085e       125.01235       109.4       164.6        12.6
W82.00 gamCru101i-RSCnc085e       125.01288       109.7       227.3         5.9
W82.00 gamCru101i-RSCnc085i       125.04339       126.6       105.9         0.9
W82.06 gamCru101i-RSCnc085i       125.04372       126.8        50.2         4.9
W82.21 gamCru101i-RSCnc085i       125.04463       127.4       356.0         0.4
W84.64 gamCru101i-RSCnc085i       125.05348       133.7       338.4         2.3
W84.82 gamCru101i-RSCnc085i       125.05391       134.0       165.7         7.1
W86.4i gamCru101i-RSCnc085i       125.05707       136.6       194.0         9.4
W86.58 gamCru101i-RSCnc085i       125.05735       136.8        71.6         4.9
W86.59 gamCru101i-RSCnc085i       125.05738       136.8       145.8         5.8
Mi 6:2 gamCru101i-RSCnc085i       125.06154       140.7         6.1         9.0
W86.4o gamCru094i-gamCru077i      125.26746         9.9        98.4         6.5
W85.67 gamCru094i-gamCru077i      125.26760        10.0        58.6        12.5
W84.64 gamCru094i-gamCru077i      125.26779        10.1         9.2         7.8
